,Unnamed: 0,Unnamed: 0.1,id,chart_date,target_rank,actual_rank,title,artist,peak_rank,weeks_on_chart,Genre,wiki_genre
750,750,750,1100,1967-12-23,24,23.0,If I Could Build My Whole World Around You,"Marvin Gaye,Tammi Terrell",10.0,11.0,soul,Soul
751,751,751,1101,1962-04-28,70,71.0,(I was) Born To Cry,Dion,42.0,7.0,oldies,Not Found
752,752,752,1102,1982-11-27,13,12.0,Rock This Town,Stray Cats,9.0,21.0,rockabilly,Rockabilly
753,753,753,1103,1962-03-24,31,32.0,The Twist,Chubby Checker,1.0,38.0,Rock and Roll,Rock and roll
754,754,754,1104,1987-03-07,33,32.0,What You Get Is What You See,Tina Turner,13.0,14.0,pop,Rock
755,755,755,1106,1990-04-07,76,74.0,Bust A Move,Young MC,7.0,39.0,Hip-Hop,Not Found
756,756,756,1107,1976-12-11,49,49.0,"Ob-La-Di, Ob-La-Da",The Beatles,49.0,7.0,classic rock,Pop
757,757,757,1109,1988-09-10,56,58.0,It Takes Two,Rob Base,36.0,16.0,Hip-Hop,Soul
758,758,758,1110,1972-12-09,79,77.0,Reelin' & Rockin',Chuck Berry,27.0,13.0,Rock and Roll,Not Found
759,759,759,1111,1963-08-17,99,98.0,Land Of 1000 Dances,Chris Kenner,77.0,7.0,soul,Rhythm and blues
760,760,760,1112,1980-12-06,33,33.0,Never Knew Love Like This Before,Stephanie Mills,6.0,25.0,soul,R&B
761,761,761,1113,1960-07-11,66,65.0,Lonely Weekends,Charlie Rich,22.0,21.0,country,Not Found
762,762,762,1114,1969-01-11,3,3.0,Wichita Lineman,Glen Campbell,3.0,15.0,country,Country
763,763,763,1116,1961-04-10,30,31.0,Ebony Eyes,The Everly Brothers,8.0,12.0,oldies,Not Found
764,764,764,1117,1967-12-09,49,47.0,If I Could Build My Whole World Around You,"Marvin Gaye,Tammi Terrell",10.0,11.0,soul,Soul
765,765,765,1118,1964-10-10,47,45.0,Funny Girl,Barbra Streisand,44.0,9.0,female vocalists,Not Found
766,766,766,1119,1985-04-20,96,94.0,Will The Wolf Survive,Los Lobos,78.0,5.0,latin,Not Found
767,767,767,1120,1960-05-09,42,43.0,Big Iron,Marty Robbins,26.0,10.0,country,Not Found
768,768,768,1121,1966-11-26,18,17.0,A Hazy Shade Of Winter,Simon & Garfunkel,13.0,9.0,folk,Folk rock
769,769,769,1123,1960-06-27,34,34.0,Lonely Weekends,Charlie Rich,22.0,21.0,country,Not Found
770,770,770,1124,1975-12-06,52,52.0,Carry Me,"David Crosby,Graham Nash",52.0,6.0,folk rock,Not Found
771,771,771,1125,1965-09-18,25,26.0,Treat Her Right,Roy Head,2.0,11.0,Blue-Eyed Soul,Soul
772,772,772,1126,1986-07-26,3,3.0,Invisible Touch,Genesis,1.0,17.0,Progressive rock,Pop rock
773,773,773,1127,1971-02-13,12,13.0,One Less Bell To Answer,The 5th Dimension,2.0,19.0,60s,Not Found
774,774,774,1132,1963-07-06,11,12.0,Those Lazy-Hazy-Crazy Days Of Summer,"Nat ""King"" Cole",6.0,12.0,jazz,Not Found
775,775,775,1133,1980-03-08,15,15.0,Cruisin',Smokey Robinson,4.0,25.0,soul,Soul
776,776,776,1134,1961-08-14,51,51.0,Mighty Good Lovin',The Miracles,51.0,6.0,soul,Not Found
777,777,777,1135,1971-09-25,40,41.0,Loving Her Was Easier (Than Anything I'll Ever Do Again),Kris Kristofferson,26.0,13.0,country,Not Found
778,778,778,1136,1969-09-20,8,7.0,Get Together,The Youngbloods,5.0,25.0,classic rock,Psychedelic rock
779,779,779,1138,1976-12-18,43,42.0,Torn Between Two Lovers,Mary MacGregor,1.0,22.0,female vocalists,Soft rock
780,780,780,1139,1975-10-11,71,70.0,Are You Sure Hank Done It This Way,Waylon Jennings,60.0,9.0,country,Country
781,781,781,1140,1990-02-03,100,100.0,Oh Father,Madonna,20.0,13.0,pop,Baroque pop
782,782,782,1141,1963-12-07,26,26.0,Talk Back Trembling Lips,Johnny Tillotson,7.0,13.0,oldies,Country
783,783,783,1142,1964-09-19,12,12.0,A Hard Day's Night,The Beatles,1.0,13.0,classic rock,Rock
784,784,784,1143,1981-03-21,9,9.0,I Love A Rainy Night,Eddie Rabbitt,1.0,28.0,country,Country rock
785,785,785,1145,1991-11-16,74,74.0,Tell Me What You Want Me To Do,Tevin Campbell,6.0,25.0,rnb,Not Found
786,786,786,1146,1968-11-16,10,9.0,"Abraham, Martin And John",Dion,4.0,14.0,oldies,Not Found
787,787,787,1147,1972-04-15,10,10.0,A Cowboys Work Is Never Done,Sonny & Cher,8.0,13.0,60s,Not Found
788,788,788,1148,1989-01-28,84,85.0,I Don't Want Your Love,Duran Duran,4.0,16.0,80s,New wave
789,789,789,1149,1958-08-18,99,100.0,Going To Chicago Blues,Count Basie,100.0,1.0,jazz,Not Found
790,790,790,1150,1983-01-29,84,85.0,Rock This Town,Stray Cats,9.0,21.0,rockabilly,Rockabilly
791,791,791,1151,1966-03-26,9,8.0,(You're My) Soul And Inspiration,The Righteous Brothers,1.0,13.0,oldies,Pop
792,792,792,1152,1963-01-19,36,37.0,Love Came To Me,Dion,10.0,11.0,oldies,Not Found
793,793,793,1153,1965-12-11,27,26.0,The Sounds Of Silence,Simon & Garfunkel,1.0,14.0,folk,Not Found
794,794,794,1154,1966-05-28,99,99.0,Think Of Me,Buck Owens,74.0,5.0,country,Not Found
795,795,795,1155,1978-03-18,27,25.0,Running On Empty,Jackson Browne,11.0,17.0,singer-songwriter,Not Found
796,796,796,1157,1977-10-22,95,95.0,Easy,Commodores,4.0,22.0,soul,Soft rock
797,797,797,1160,1959-08-24,54,55.0,I Got Stripes,Johnny Cash,43.0,11.0,country,Not Found
798,798,798,1161,1982-03-27,34,34.0,Daddy's Home,Cliff Richard,23.0,13.0,oldies,R&B
799,799,799,1162,1979-12-01,29,28.0,Cruisin',Smokey Robinson,4.0,25.0,soul,Soul
800,800,800,1163,1973-04-14,73,73.0,My Love,Paul McCartney,1.0,18.0,classic rock,Rock
801,801,801,1164,1976-06-19,87,88.0,Ten Percent,Double Exposure,54.0,9.0,Disco,Soul
802,802,802,1166,1959-02-02,21,19.0,I Cried A Tear,LaVern Baker,6.0,21.0,rhythm and blues,Not Found
803,803,803,1167,1984-04-07,61,61.0,Rebel Yell,Billy Idol,46.0,14.0,rock,Hard rock
804,804,804,1168,1976-07-24,75,77.0,Ode To Billie Joe,Bobbie Gentry,1.0,20.0,country,Country
805,805,805,1169,1991-08-24,26,26.0,"Right Here, Right Now",Jesus Jones,2.0,25.0,alternative,Alternative rock
806,806,806,1170,1968-05-25,32,33.0,Summertime Blues,Blue Cheer,14.0,13.0,Psychedelic Rock,Rock and roll
807,807,807,1171,1977-03-19,4,4.0,Night Moves,Bob Seger,4.0,21.0,classic rock,Rock
808,808,808,1173,1986-07-26,58,59.0,Live To Tell,Madonna,1.0,18.0,pop,Pop
809,809,809,1174,1978-02-25,19,20.0,Happy Anniversary,Little River Band,16.0,18.0,classic rock,Not Found
810,810,810,1177,1980-07-05,6,6.0,Against The Wind,Bob Seger,5.0,17.0,classic rock,Not Found
811,811,811,1178,1969-11-29,49,51.0,I Want You Back,The Jacksons,1.0,19.0,soul,Pop
812,812,812,1180,1971-03-27,66,68.0,Lucky Man,"Emerson, Lake & Palmer",48.0,19.0,metalcore,Progressive rock
813,813,813,1181,1966-06-04,14,14.0,Kicks,Paul Revere & The Raiders,4.0,14.0,60s,Garage rock
814,814,814,1182,1967-07-22,70,70.0,My World Fell Down,Sagittarius,70.0,5.0,neofolk,Pop rock
815,815,815,1183,1985-04-27,65,64.0,Private Dancer,Tina Turner,7.0,18.0,pop,Pop
816,816,816,1186,1969-01-04,54,53.0,"Baby, Baby Don't Cry",The Miracles,8.0,14.0,soul,Soul
817,817,817,1188,1988-04-23,11,11.0,Man In The Mirror,Michael Jackson,1.0,16.0,pop,Not Found
818,818,818,1190,1976-01-24,54,53.0,Only Sixteen,Dr. Hook,6.0,22.0,classic rock,Rhythm and blues
819,819,819,1192,1967-02-18,24,26.0,Standing In The Shadows Of Love,Four Tops,6.0,10.0,soul,Not Found
820,820,820,1193,1964-12-12,30,29.0,She's A Woman,The Beatles,4.0,9.0,classic rock,Rock and roll
821,821,821,1194,1971-10-23,40,42.0,The Year That Clayton Delaney Died,Tom T. Hall,42.0,12.0,country,Country
822,822,822,1197,1983-11-19,50,48.0,I Won't Stand In Your Way,Stray Cats,35.0,12.0,rockabilly,Not Found
823,823,823,1200,1977-10-29,78,76.0,Echoes Of Love,The Doobie Brothers,66.0,7.0,classic rock,Not Found
824,824,824,1201,1978-09-02,1,2.0,Three Times A Lady,Commodores,1.0,20.0,soul,Label
825,825,825,1203,1982-07-31,96,95.0,Island Of Lost Souls,Blondie,37.0,10.0,new wave,Not Found
826,826,826,1204,1979-12-22,75,76.0,Heartbreaker,Pat Benatar,23.0,18.0,80s,Hard rock
827,827,827,1208,1983-03-19,52,50.0,Even Now,Bob Seger,12.0,12.0,classic rock,Not Found
828,828,828,1210,1962-04-21,86,86.0,Lovers Who Wander,Dion,3.0,12.0,oldies,Rock and roll
829,829,829,1211,1964-03-07,14,13.0,You Don't Own Me,Lesley Gore,2.0,13.0,60s,Pop
830,830,830,1212,1965-09-18,23,22.0,Baby Don't Go,Sonny & Cher,8.0,12.0,60s,Pop rock
831,831,831,1213,1965-03-20,40,39.0,I Don't Want To Spoil The Party,The Beatles,39.0,6.0,classic rock,Country rock
832,832,832,1217,1978-09-23,99,98.0,Last Dance,Donna Summer,3.0,21.0,Disco,Disco
833,833,833,1218,1973-06-30,20,20.0,Behind Closed Doors,Charlie Rich,15.0,19.0,country,Country
834,834,834,1220,1970-06-06,6,6.0,Get Ready,Rare Earth,4.0,20.0,classic rock,Soul
835,835,835,1221,1967-12-02,83,82.0,I'm In Love,Wilson Pickett,45.0,10.0,soul,Not Found
836,836,836,1222,1980-03-15,58,59.0,Carrie,Cliff Richard,34.0,11.0,oldies,Synthpop
837,837,837,1223,1983-07-23,28,29.0,I'll Tumble 4 Ya,Culture Club,9.0,16.0,80s,Pop
838,838,838,1225,1965-01-23,84,85.0,I've Got A Tiger By The Tail,Buck Owens,25.0,9.0,country,Not Found
839,839,839,1226,1989-02-18,21,22.0,All She Wants Is,Duran Duran,22.0,13.0,80s,New wave
840,840,840,1227,1970-09-05,5,6.0,25 Or 6 To 4,Chicago,4.0,20.0,classic rock,Not Found
841,841,841,1228,1975-12-13,5,5.0,Saturday Night,Bay City Rollers,1.0,17.0,70s,Glam rock
842,842,842,1229,1971-06-19,68,67.0,You've Got A Friend,"Roberta Flack,Donny Hathaway",29.0,12.0,soul,Soft rock
843,843,843,1232,1979-11-03,29,28.0,Heaven Must Have Sent You,Bonnie Pointer,11.0,23.0,Disco,R&B
844,844,844,1234,1986-12-13,24,24.0,Amanda,Boston,1.0,18.0,classic rock,Rock
845,845,845,1235,1973-09-22,81,81.0,For Ol' Times Sake,Elvis Presley,41.0,9.0,rock n roll,Not Found
846,846,846,1237,1986-07-05,34,34.0,Something About You,Level 42,7.0,27.0,80s,Not Found
847,847,847,1239,1961-01-09,6,5.0,Will You Love Me Tomorrow,The Shirelles,1.0,19.0,60s,R&B
848,848,848,1240,1978-11-18,17,17.0,Alive Again,Chicago,14.0,13.0,classic rock,Disco
849,849,849,1242,1978-05-20,77,75.0,Last Dance,Donna Summer,3.0,21.0,Disco,Disco
850,850,850,1244,1965-10-30,33,32.0,Help!,The Beatles,1.0,13.0,classic rock,Folk rock
851,851,851,1245,1973-10-20,10,10.0,Paper Roses,Marie Osmond,5.0,16.0,country,Traditional pop
852,852,852,1246,1982-05-22,88,86.0,Happy Man,Greg Kihn Band,62.0,7.0,rock,Not Found
853,853,853,1247,1964-10-31,40,40.0,20-75,Willie Mitchell,31.0,10.0,soul,Not Found
854,854,854,1248,1962-06-30,10,12.0,That's Old Fashioned (That's The Way Love Should Be),The Everly Brothers,9.0,9.0,oldies,Not Found
855,855,855,1249,1976-09-25,20,21.0,Rock'n Me,Steve Miller Band,1.0,18.0,classic rock,Rock
856,856,856,1250,1977-07-16,83,85.0,Baby Don't Change Your Mind,Gladys Knight & The Pips,52.0,11.0,soul,Not Found
857,857,857,1253,1962-10-20,15,15.0,All Alone Am I,Brenda Lee,3.0,15.0,oldies,Not Found
858,858,858,1256,1982-02-20,26,26.0,Abacab,Genesis,26.0,14.0,Progressive rock,Pop rock
859,859,859,1257,1975-01-18,81,80.0,Lovin' You,Minnie Riperton,1.0,18.0,soul,Soul
860,860,860,1258,1980-12-27,3,4.0,Lady,Kenny Rogers,1.0,25.0,country,Country
861,861,861,1260,1991-09-14,61,62.0,"Right Here, Right Now",Jesus Jones,2.0,25.0,alternative,Alternative rock
862,862,862,1261,1970-09-26,38,38.0,El Condor Pasa,Simon & Garfunkel,18.0,11.0,folk,Folk rock
863,863,863,1263,1960-04-04,79,80.0,Baby What You Want Me To Do,Jimmy Reed,37.0,14.0,blues,Not Found
864,864,864,1265,1966-10-01,51,51.0,If I Were A Carpenter,Bobby Darin,8.0,11.0,jazz,Folk
865,865,865,1266,1969-10-04,7,6.0,Honky Tonk Women,The Rolling Stones,1.0,15.0,classic rock,Hard rock
866,866,866,1267,1974-02-23,43,42.0,"Rock And Roll, Hoochie Koo",Rick Derringer,23.0,14.0,classic rock,Not Found
867,867,867,1268,1973-03-17,96,97.0,Frankenstein,Edgar Winter,1.0,20.0,classic rock,Instrumental rock
868,868,868,1269,1984-11-17,36,35.0,Who Wears These Shoes?,Elton John,16.0,14.0,pop,Not Found
869,869,869,1270,1990-04-28,78,77.0,Lambada,Kaoma,46.0,12.0,Not Found,Lambada
870,870,870,1271,1980-07-05,3,3.0,The Rose,Bette Midler,3.0,25.0,female vocalists,Pop
871,871,871,1272,1964-12-12,25,25.0,Sidewalk Surfin',Jan & Dean,25.0,8.0,Surf,Pop
872,872,872,1273,1979-11-10,48,47.0,We Don't Talk Anymore,Cliff Richard,7.0,20.0,oldies,Synthpop
873,873,873,1274,1984-10-06,5,5.0,She Bop,Cyndi Lauper,3.0,18.0,80s,New wave
874,874,874,1276,1989-05-27,21,22.0,Baby Don't Forget My Number,Milli Vanilli,1.0,21.0,80s,Dance-pop
875,875,875,1277,1986-05-24,37,36.0,American Storm,Bob Seger,13.0,14.0,classic rock,Heartland rock
876,876,876,1279,1984-01-14,26,26.0,Let The Music Play,Shannon,8.0,24.0,celtic,Not Found
877,877,877,1280,1971-06-12,8,8.0,Treat Her Like A Lady,Cornelius Brothers & Sister Rose,3.0,18.0,soul,Not Found
878,878,878,1281,1988-07-30,30,29.0,When It's Love,Van Halen,29.0,2.0,hard rock,Power ballad
879,879,879,1282,1977-02-05,49,49.0,Crackerbox Palace,George Harrison,19.0,11.0,classic rock,Rock
880,880,880,1283,1967-02-11,17,18.0,Standing In The Shadows Of Love,Four Tops,6.0,10.0,soul,Not Found
881,881,881,1285,1980-12-20,68,68.0,Upside Down,Diana Ross,1.0,29.0,soul,Disco
882,882,882,1286,1981-04-25,31,30.0,Sukiyaki,A Taste Of Honey,3.0,24.0,Disco,Pop
883,883,883,1287,1959-08-24,69,70.0,Johnny Reb,Johnny Horton,54.0,8.0,country,Not Found
884,884,884,1289,1991-07-27,80,80.0,There She Goes,The La's,49.0,10.0,britpop,Alternative rock
885,885,885,1290,1967-04-22,2,2.0,Happy Together,The Turtles,1.0,15.0,60s,Sunshine pop
886,886,886,1292,1963-03-09,17,19.0,He's So Fine,The Chiffons,1.0,15.0,60s,Pop
887,887,887,1296,1983-07-02,34,36.0,White Wedding,Billy Idol,36.0,13.0,rock,Rock
888,888,888,1297,1961-03-13,7,9.0,Ebony Eyes,The Everly Brothers,8.0,12.0,oldies,Not Found
889,889,889,1300,1991-06-29,84,83.0,Where The Streets Have No Name,Pet Shop Boys,72.0,7.0,synthpop,Rock
